annee,boite,carburant,departement,kilometrage,prix,titre,ville
2016,Automatique,Essence,57910,40000,37900,MERCEDES CLA 45 AMG 2016,Neufgrange
2019,Automatique,Diesel,57500,12210,34250,MERCEDES CLASSE C BREAK 4X4 -33% 194CV 220D BVA,Saint-Avold
2016,Automatique,Diesel,73460,60000,23990,CLASSE B 220D 177 FASCINATION 4MATIC 7G-DCT AMG LINE 04/2016 TOIT PANO SEMI CUIR CAMERA,Frontenex
2014,Automatique,Diesel,42700,160000,17990,MERCEDES CLA 220 FASCINATION PACK AMG,Firminy
2013,Automatique,Essence,45510,48000,35499,MERCEDES-BENZ CLA 45 AMG 360CH TO  PERF  CARBON,Neuvy-en-Sullias Le Bois de Bouan
2015,Manuelle,Diesel,31180,81200,18990,MERCEDES CLA 180 SENSATION 110 CV NOIR * LED * CAMERA * GPS * TEL -,Rouffiac-Tolosan
2018,Automatique,Essence,92130,39998,25190,MERCEDES CLASSE C SHOOTING BRAKE CLA 180 SENSATION 7-G DCT 122 CH,Issy-les-Moulineaux
2013,Automatique,Essence,78470,49900,30400,AUDI S3 S-TRONIC 300CH GARANTIE AUDI OCCASION PLUS 2022,Saint-Rémy-lès-Chevreuse
2016,Automatique,Diesel,34970,54635,24900,MERCEDES CLA CLASSE SHOOTING BRAKE 200 D 7-G DCT SENSATION,Lattes
2018,Automatique,Essence,57175,30000,29000,MERCEDES-BENZ CLASSE CLA 200 163CH FASCINATION 7G-DCT,Gandrange
2016,Automatique,Diesel,11130,60600,25850,MERCEDES CLASSE CLA 220 D SENSATION 7G-DCT,Sigean
2017,Automatique,Essence,14120,84800,42990,MERCEDES CLASSE C C43 AMG 4MATIC 367 9G-TRONIC IV,Mondeville
2019,Automatique,Essence,31000,25370,35990,MERCEDES CLA 220 AMG LINE TOIT OUVRANT - AUTRES DISPO,Toulouse
2016,Automatique,Diesel,91380,94876,18900,MERCEDES CLA CLASSE BUSINESS 200 D 136 7G-DCT,Chilly-Mazarin
2017,Automatique,Diesel,75015,15569,26490,MERCEDES CLA CLASSE FASCINATION 200 D 136 7G-DCT FASCINATION 200 D 136 7G-DCT,Paris
2015,Automatique,Diesel,14100,127212,20990,MERCEDES CLA CLASSE 220 CDI SENSATION 7-G DCT A,Lisieux
2018,Automatique,Essence,78260,35500,25990,MERCEDES-BENZ CLASSE CLA 180 FASCINATION - 122 CV BOITE AUTOMATIQUE - CAMERA DE RECUL,Achères
2012,Automatique,Diesel,37100,115000,15490,MERCEDES BENZ B 200 (W246) 136 CH / FASCINATION / 7 G-DCT / TOIT OUVRANT /15490 EUROS,Tours Europe
2016,Manuelle,Diesel,59136,115250,18990,CLA 180D PHASE 2 PACK AMG ART EDITION CUIR SPORT CHAUFFANTS/XÉNON/HARMAN KARDON/CAMÉRA/GTIE 6 MOIS,Wavrin
2014,Manuelle,Diesel,88200,187000,11990,MERCEDES -BENZ CLASSE A 3 (W176) 200 CDI SENSATION,Saint-Nabord -Peuxy
2020,Automatique,Diesel,21121,21125,34499,MERCEDES CLA CLASSE COUPE COUPÉ 180 D 7G-DCT AMG LINE,Ahuy
2013,Manuelle,Essence,89100,99900,18490,MERCEDES CLA CLASSE 180 FASCINATION AMG,Sens
2015,Manuelle,Diesel,27400,129000,17490,MERCEDES CLA CLASSE 200 2.1 CDI 136 SENSATION,Louviers
2015,Automatique,Diesel,59600,85000,22990,MERCEDES CLA220 CDI COUPE 177CV AMG 2015 85000KM,Maubeuge
2016,Automatique,Essence,51100,45071,29990,MERCEDES CLA SHOOTING BRAKE 4MATIC 250 FASCINATION PK SPORT BLACK AMG OPTIONS,Reims La Neuvillette - Trois-Fontaines
2014,Automatique,Essence,6000,117000,31990,MERCEDES CLA CLASSE 45 AMG 4-MATIC 360 CH,Nice Ventabrun
2018,Automatique,Diesel,86440,57000,23500,MERCEDES CLA 200 PH2 COUPÉ 2.2 CDI 136CV BOÎTE AUTO,Migné-Auxances
2015,Automatique,Diesel,59890,83783,26990,MERCEDES CLASSE CLA 220 CDI 177 CH BVA GPS FASCINATION 83.783KM,Quesnoy-sur-Deûle
2017,Automatique,Diesel,6400,189000,18990,MERCEDES CLASSE C BUSINESS 200D 7GTRONIC EXECUTIVE,Cannes Pointe-Croisette
2017,Automatique,Diesel,95880,49700,28499,MERCEDES CLA CLASSE AMG 220 D 7-G DCT FASCINATION,Enghien-les-Bains
2019,Automatique,Diesel,25000,57000,34990,MERCEDES CLASSE C 220 D COUPÉ 194CV AMG LINE 9G-TRONIC,Besançon
2016,Automatique,Diesel,45380,124900,19490,MERCEDES CLASSE GLA 200 BVA 4MATIC CUIR HI-FI REPR,La Chapelle-Saint-Mesmin
2005,Automatique,Essence,13200,139000,39900,MERCEDES G 500 V8 AMG GARANTIE 12 MOIS,Arles
2019,Automatique,Essence,91620,34900,57900,MERCEDES CLA CLASSE COUPE COUPÉ 35 AMG 7G-DCT 4MATIC,La Ville-du-Bois
2013,Automatique,Essence,6400,103700,28989,MERCEDES CLASSE A 4-MATIC SPEEDSHIFT A45 AMG,Cannes Pointe-Croisette
2018,Automatique,Diesel,17100,56000,27990,MERCEDES CLA CLASSE 200D 7G-DCT STARLIGHT EDITION,Saintes
2019,Automatique,Essence,17140,35900,55990,MERCEDES CLASSE CLA 35 AMG 2.0 I 4MATIC 7G-DCT 306 CV,Lagord
2019,Automatique,Diesel,42270,33796,41900,MERCEDES CLA CLASSE COUPE COUPÉ 220 D 8G-DCT AMG LINE,Saint-Priest-en-Jarez
2016,Automatique,Diesel,33160,83511,24990,MERCEDES CLA CLASSE 220D FASCINATION AMG 7-G DCT,Saint-Médard-en-Jalles
2011,Automatique,Diesel,59600,90500,22990,S 350 CDI V6 258 CV 4 MATIC BLUETEC 90500 KM IRRÉPROCHABLE,Maubeuge
2016,Automatique,Diesel,73460,60000,23990,CLASSE B 220D 177 FASCINATION 4MATIC 7G-DCT AMG LINE 04/2016 TOIT PANO SEMI CUIR CAMERA,Frontenex
2009,Automatique,Diesel,59600,80000,14990,MERCEDES E 220 CDI 80000 KM AVANTGARDE 1. MAIN IRRÉPROCHABLE,Maubeuge
2012,Manuelle,Diesel,59600,119300,15500,MERCEDES C 220 CDI 119300 KM AVANTGARDE 170 CV COMME NEUVE,Maubeuge
2011,Automatique,Diesel,59600,94350,16900,MERCEDES E220 CDI COUPÉ 94350 KM IRRÉPROCHABLE,Maubeuge
2011,Manuelle,Diesel,59600,116800,10990,MERCEDES C180 CDI SEULEMENT 116800 KM CERTIFIÉS IRRÉPROCHABLE,Maubeuge
2012,Manuelle,Diesel,59600,174480,8990,C 200 CDI AVANTGARDE TRÈS NOMBREUSES OPTIONS ENTIÈREMENT RÉVISÉ,Maubeuge
2012,Manuelle,Diesel,59600,83800,14990,MERCEDES E 200 CDI SEULEMENT 83800 KM IRRÉPROCHABLE,Maubeuge
2014,Automatique,Diesel,6000,151027,17990,MERCEDES CLA CLASSE 220 CDI SENSATION 7-G DCT A,Nice Vernier
2018,Automatique,Diesel,8000,76890,23990,MERCEDES CLA CLASSE SHOOTING BRAKE 180 CDI 7G AMG,Charleville-Mézières
2017,Automatique,Diesel,33700,67106,24900,MERCEDES CLA CLASSE 200 D 7-G DCT FASCINATION,Mérignac
2018,Automatique,Diesel,62440,74000,23490,MERCEDES CLA 200 FASCINATION TOIT PANO SEMIUI CUIR CAMERA GPS XENON 74000KM 23490EUROS FULL OPTIONS,Harnes
2017,Automatique,Essence,67540,62000,37490,MERCEDES CLA CLASSE 45 AMG 381 4M MALUS PAYÉ (6),Ostwald
2015,Automatique,Essence,51370,105000,29990,MERCEDES CLA CLASSE 45 AMG 360 CH HARMAN/KARDON RE,Saint-Brice-Courcelles
2013,Automatique,Essence,31130,87000,27500,MERCEDES-BENZ CLASSE CLA (117) COUPÉ CLA 250 2.0 I TURBO 16V 7G-DCT 211 CV BOÎTE AUTO,Quint-Fonsegrives
2017,Automatique,Diesel,6270,115300,25254,MERCEDES CLA CLASSE SHOOTING BRAKE 220 D 7-G DCT INSPIRATION,Villeneuve-Loubet
2018,Automatique,Diesel,6270,32691,31990,MERCEDES CLA CLASSE SHOOTING BRAKE 180 D 7-G DCT FASCINATION,Villeneuve-Loubet
2018,Automatique,Diesel,6270,51452,29990,MERCEDES CLA CLASSE 180 D 7-G DCT SENSATION,Villeneuve-Loubet
2020,Automatique,Diesel,6270,19988,41654,MERCEDES CLA CLASSE SHOOTING BRAKE 220 D 8G-DCT AMG LINE,Villeneuve-Loubet
2016,Automatique,Essence,49100,62257,37990,MERCEDES CLA CLASSE SHOOTING BRAKE 45 AMG SPEEDSHIFT DCT 4MATIC,Angers
2017,Manuelle,Diesel,42300,57190,19990,MERCEDES CLA CLASSE 180 D INSPIRATION,Roanne
2016,Automatique,Essence,33520,46000,38990,MERCEDES-BENZ CLASSE CLA 45 AMG 2.0 I TURBO PHASE 2 4MATIC 7G-DCT 381 CV BOÎTE AUTO,Bruges
2017,Automatique,Diesel,87220,52382,23980,MERCEDES CLA CLASSE 180 D 7-G DCT INSPIRATION,Feytiat
2015,Automatique,Diesel,1000,82232,15990,MERCEDES CLA CLASSE 180 CDI INSPIRATION 7-G DCT A,Saint-Denis-lès-Bourg
2017,Automatique,Diesel,31150,109831,21990,MERCEDES CLA CLASSE E BREAK 220 D 194CH FASCINATION 4MATIC 9G-TRONIC,Bruguières
2015,Automatique,Essence,3410,51000,19990,MERCEDES CLA CLASSE SHOOTING BRAKE 180 1.6 I 7G-DCT 122 SENSATION,Domérat
2005,Automatique,Essence,13200,139000,39900,MERCEDES G 500 V8 AMG GARANTIE 12 MOIS,Arles
2019,Automatique,Essence,67000,40000,42700,MERCEDES CLA45 AMG FULL OPTIONS MILLETEK. EDITION 1 / RECARO / TOIT PANO 360CH. 24CV. 1000KLM,Strasbourg
2014,Automatique,Essence,75015,37175,39490,MERCEDES CLA CLASSE 45 AMG 4MATIC EDITION 1 FULL,Paris 15e Arrondissement
2015,Manuelle,Diesel,74600,89000,17990,MERCEDES CLA CLASSE 180 CDI INSPIRATION 7-G DCT A,Annecy Seynod
2018,Automatique,Diesel,59400,48700,24990,MERCEDES CLA CLASSE BUSINESS 180 CDI 7G-DCT A BUSINESS 7G-DCT A,Cambrai
2016,Automatique,Diesel,73460,60000,23990,CLASSE B 220D 177 FASCINATION 4MATIC 7G-DCT AMG LINE 04/2016 TOIT PANO SEMI CUIR CAMERA,Frontenex
2017,Automatique,Essence,68170,43100,24900,MERCEDES CLASSE CLA SHOOTING BRAKE 200 URBAN SENSATION,Rixheim
2019,Automatique,Essence,78700,39450,28990,MERCEDES CLA CLASSE STARLIGHT EDITION 200 156 7G-DCT,Conflans-Sainte-Honorine
2016,Automatique,Diesel,33700,85000,19990,MERCEDES-BENZ CLASSE CLA 200 SENSATION 2.1 CDI 7G-DCT 136 CV BOÎTE AUTO,Mérignac
2020,Automatique,Diesel,93340,11500,39990,MERCEDES CLA CLASSE COUPE 200 D 8G-DCT AMG LINE,Le Raincy
2015,Automatique,Essence,33160,54146,24990,MERCEDES CLASSE GLA 250 4-MATIC 7-G DCT FASCINATION AMG,Saint-Médard-en-Jalles
2019,Automatique,Essence,42120,31498,35990,MERCEDES CLA 200 163CH PROGRESSIVE LINE 7G-DCT GARANTIE 12 MOIS,Le Coteau
2020,Automatique,Diesel,42120,24571,39990,MERCEDES CLA 200 D 150CH PROGRESSIVE LINE 8G-DCT 8CV TOIT OUVRANT GARANTIE CONSTRUCTEUR,Le Coteau
2015,Automatique,Diesel,59890,83783,26990,MERCEDES CLASSE CLA 220 CDI 177 CH BVA GPS FASCINATION 83.783KM,Quesnoy-sur-Deûle
2019,Automatique,Diesel,42300,21041,38890,MERCEDES CLA CLASSE SHOOTING BRAKE 200 D 8G-DCT AMG LINE,Roanne
2016,Automatique,Diesel,95330,72400,21890,MERCEDES CLA 220 D BUSINESS 7G-TRONIC GARANTIE,Domont
2014,Automatique,Essence,67100,60821,37990,MERCEDES CLA 45 AMG FULL OPTIONS / MILLTEK / EDITION 1 / RECARO / TOIT PANO 360CH. 24CV.*60.821KM,Strasbourg
2016,Manuelle,Diesel,51350,110900,16490,MERCEDES CLA CLASSE SHOOTING BRAKE 200 D,Cormontreuil
2016,Automatique,Diesel,57730,64127,21053,MERCEDES CLA CLASSE 200 D 7-G DCT SENSATION,Folschviller
2017,Automatique,Diesel,59650,55000,23990,MERCEDES CLA CLASSE (C117) 200 D SENSATION 7G-DCT,Villeneuve-d'Ascq Cousinerie
2019,Automatique,Diesel,17640,47000,29990,MERCEDES CLA CLASSE 200D 2.1 136CH SENSATION,Vaux-sur-Mer
2017,Manuelle,Diesel,59420,55621,19850,MERCEDES CLASSE CLA 180 D INSPIRATION GPS CAMÉRA 55600KMS,Mouvaux
2019,Automatique,Diesel,84000,32360,26890,MERCEDES CLA CLASSE SHOOTING BRAKE 200 D 7G-DCT SENSATION,Avignon
2000,Manuelle,Essence,45250,185000,1990,MERCEDES CLASSE A 190 1ÈRE MAIN 185299KM,Briare
2013,Automatique,Diesel,33240,170000,16990,MERCEDES CLA CLASSE INTUITION 220 CDI 170,Saint-André-de-Cubzac
2019,Automatique,Diesel,95190,39000,59490,MERCEDES S 400 CLS D 340CH 4MATIC AMG LINE+,Goussainville
2017,Automatique,Diesel,84320,90000,24990,MERCEDES CLA CLASSE 220D FASCINATION 7G-DTC 90K,Entraigues-sur-la-Sorgue
2016,Automatique,Diesel,35400,105000,23900,MERCEDES CLA FASCINATION AMG,Saint-Malo
2013,Manuelle,Essence,34430,49000,7990,FIAT 500 1.2I LOUNGE TOIT PANO 49.000 KM,Saint-Jean-de-Védas
2017,Automatique,Diesel,69800,77800,20990,MERCEDES CLA CLASSE 180 D 7-G DCT FASCINATION,Saint-Priest Manissieux
2013,Automatique,Diesel,38280,162000,16800,MERCEDES CLASSE A FASCINATION PACK AMG,Villette-d'Anthon
2016,Automatique,Essence,60480,85250,30990,MERCEDES-BENZ CLA 45 AMG GPS,Froissy
2019,Automatique,Diesel,6400,33000,24990,MERCEDES CLA CLASSE 200 D 7G SENSATION,Cannes
2014,Automatique,Diesel,31100,83000,22990,MERCEDES CLA CLASSE 220 CDI COUPE 7G-DCT 170 CV AMG FASCINATION,Toulouse Lafourguette
2014,Manuelle,Essence,78260,92500,22490,MERCEDES-BENZ CLASSE CLA FASCINATION COUPÉ 200 1.6 I 16V TURBO 156 CV - PACK AMG,Achères
2020,Automatique,Diesel,91600,16550,38990,MERCEDES CLA CLASSE 200 D COUPÉ AMG LINE -BLANC POLAIRE-PACK SPORT BLACK /TOIT OUVRANT PANORAMIQUE,Savigny-sur-Orge
2018,Automatique,Diesel,33500,45000,28990,MERCEDES CLA CLASSE COUPE 220 CDI 170 FASCINATION 7G-DCT BVA,Libourne
2013,Automatique,Diesel,13290,141900,19990,MERCEDES CLA CLASSE 220D 177 FASCINATION AMG BVA,Aix-en-Provence Les Milles
2005,Automatique,Essence,13200,139000,39900,MERCEDES G 500 V8 AMG GARANTIE 12 MOIS,Arles
2016,Automatique,Diesel,33160,51990,28490,MERCEDES-BENZ CLASSE CLA 220 2.2 CDI 7G-DCT 177 CV BOÎTE AUTO EDITION ORANGE ART - 52000 KM - TO,Saint-Médard-en-Jalles
2018,Automatique,Essence,86000,34191,29990,MERCEDES CLA CLASSE 200 FASCINATION 7G-DCT,Poitiers
2016,Automatique,Essence,73000,83000,37500,MERCEDES CLA CLASSE 45 AMG 4 MATIC,Chambéry
2019,Automatique,Essence,78500,35000,74990,MERCEDES CLA45S CLA II 45 AMG S 4MATIC+ 8G-DCT A45S - GARANTIE CONSTRUCTEUR,Sartrouville
2015,Automatique,Diesel,59890,83783,26990,MERCEDES CLASSE CLA 220 CDI 177 CH BVA GPS FASCINATION 83.783KM,Quesnoy-sur-Deûle
2016,Automatique,Diesel,35510,76000,22490,MERCEDES CLA CLASSE 220D 7G-DCT 177CHX SENSATION,Cesson-Sévigné
2014,Automatique,Diesel,49300,175000,16500,MERCEDES CLASSE CLA 220 170 CV,Cholet
2013,Manuelle,Essence,95310,98800,20490,SUPERBE MERCEDES-BENZ CLASSE CLA 180 1.6L 122CH URBAN AMG REF: 8746,Saint-Ouen-l'Aumône
2015,Automatique,Diesel,38190,136236,23990,MERCEDES CLA CLASSE 220 CDI 4MATIC FASCINATION 7-G,Froges
2016,Automatique,Diesel,33160,86000,24990,MERCEDES-BENZ CLASSE C220 BERLINE C 220 CDI 2.1 CDI 16V 170 CV BOÎTE AUTO 7G-TRONIC,Saint-Médard-en-Jalles
2016,Automatique,Essence,35600,54500,38990,MERCEDES CLA CLASSE SHOOTING BRAKE 45 AMG SPEEDSHIFT DCT 4MATIC 13 725 OPTIONS MERCEDES-BENZ,Redon
2019,Automatique,Essence,95880,26100,74999,MERCEDES CLA CLASSE MALUS PAYE 45 S AMG 4MATIC,Enghien-les-Bains
2016,Automatique,Diesel,73460,60000,23990,CLASSE B 220D 177 FASCINATION 4MATIC 7G-DCT AMG LINE 04/2016 TOIT PANO SEMI CUIR CAMERA,Frontenex
2015,Manuelle,Essence,78140,76977,21310,MERCEDES CLA CLASSE FASCINATION 200 156,Vélizy-Villacoublay
2017,Automatique,Diesel,75017,76669,23490,MERCEDES CLA CLASSE FASCINATION 220 D 177 7G-DCT,Paris 17e Arrondissement
2017,Automatique,Diesel,45560,100000,34990,MERCEDES CLASSE E 220D AMG FASCINATION FULL F,Saint-Denis-en-Val
2018,Automatique,Diesel,45650,83500,28990,MERCEDES CLA CLASSE 220 CDI 177 FASCINATION AMG E,Saint-Jean-le-Blanc
2016,Manuelle,Essence,17100,58300,21490,MERCEDES CLA CLASSE 180 FASCINATION 120 AMG BVM,Saintes
2016,Automatique,Essence,77127,104000,31000,MERCEDES CLA 45 AMG,Lieusaint
2019,Automatique,Diesel,34170,25000,32990,MERCEDES CLA CLASSE 220D CDI,Castelnau-le-Lez
2020,Automatique,Diesel,25480,30000,38999,MERCEDES CLASSE CLA 220D 190CH PACK AMG LINE 8G-DCT,Ecole-Valentin
2010,Manuelle,Diesel,42210,187000,5900,MEGANE 3 COUPE FULL OPTIONS OU ECHANGE,Craintilleux
2018,Automatique,Diesel,77130,59000,27800,MERCEDES-BENZ CLASSE CLA COUPÉ FASCINATION PHASE 2 CLA 220 7G-DCT 177 CV BOÎTE AUTO,La Grande-Paroisse
2017,Automatique,Diesel,13100,78000,22000,MERCEDES CLASSE CLA SHOOTING BRAKE PACK AMG,Aix-en-Provence
2018,Automatique,Essence,6270,49000,36990,VENTE A DISTANCE LIVRAISON FRANCE MERCEDES CLA 250 AMG SPORT SHOOTING BRAKE 4MATIC 218CH 49000KM,Villeneuve-Loubet
2017,Manuelle,Essence,94100,30000,21490,MERCEDES CLASSE CLA 180 16 V 122 CV 7G DCT SENSATION PHASE 2,Saint-Maur-des-Fossés
2017,Automatique,Diesel,51100,68000,22990,MERCEDES CLA 200 CDI FASCINATION PACK AMG 2017,Reims
2016,Manuelle,Essence,69007,74316,21390,MERCEDES A 200 FASCINATION AMG 156 CH - TOIT OUVRANT,Lyon
2017,Automatique,Diesel,50470,36700,26889,MERCEDES CLA CLASSE 200 D LAUNCH EDITION PACK AMGF,Cherbourg-en-Cotentin La Glacerie
2018,Automatique,Diesel,34980,93000,25999,MERCEDES CLASSE C 220 D PACK AMG,Saint-Clément-de-Rivière
2014,Automatique,Essence,33160,64500,24990,MERCEDES-BENZ CLASSE CLA SENSATION COUPÉ CLA 250 2.0 I TURBO 7G-DCT 211 CV BOÎTE AUTO,Saint-Médard-en-Jalles
2017,Automatique,Diesel,89100,67000,24990,MERCEDES CLA (2) 200 D BUSINESS EXECUTIVE 7G-DCT PACK AMG,Sens
2013,Automatique,Diesel,91420,157900,19490,MERCEDES CLASSE CLA 220 CDI FASCINATION 7-G DCT A,Morangis
2011,Automatique,Essence,6400,114000,17490,MERCEDES CLASSE SLK BLUEEFFICIENCY A 250 K,Cannes Pointe-Croisette
2014,Automatique,Essence,29200,101500,33990,MERCEDES CLA CLASSE 45 AMG 360CH PACK PERFORMANCE,Brest
2016,Automatique,Diesel,6160,124500,20990,MERCEDES CLASSE CLA 180 D 7-G DCT FASCINATION,Antibes Juan les Pins
2018,Automatique,Diesel,72650,29534,29690,MERCEDES CLA CLASSE 180 D 7-G DCT FASCINATION,Saint-Saturnin
2015,Automatique,Diesel,59890,83783,26990,MERCEDES CLASSE CLA 220 CDI 177 CH BVA GPS FASCINATION 83.783KM,Quesnoy-sur-Deûle
2014,Manuelle,Diesel,13290,136000,17990,MERCEDES CLA CLASSE 200CDI FASCINATION AMG,Aix-en-Provence Les Milles
2012,Automatique,Diesel,24100,60500,17900,MERCEDES CLASSE C 220 CDI III PHASE 2 170 CH SPORTLINE (PACK AMG) 7G-TRONIC 60500KM,Bergerac
2013,Automatique,Essence,86000,70000,26990,MERCEDES CLA CLASSE 250I 211 AMG 7G-DCT 70100KM,Poitiers
2019,Automatique,Diesel,63500,73000,22990,MERCEDES CLA SHOOTING BRAKE 180 D 7G-DCT PACK AMG,Issoire
2005,Automatique,Essence,13200,139000,39900,MERCEDES G 500 V8 AMG GARANTIE 12 MOIS,Arles
2016,Automatique,Diesel,6400,79000,24390,MERCEDES CLASSE CLS COUPE SPORTLINE A 220 D,Cannes Pointe-Croisette
2018,Automatique,Diesel,39100,93711,28990,MERCEDES CLA CLASSE 220 D SENSATION 7G-DCT,Foucherans
2020,Manuelle,Essence,13100,4000,39990,MERCEDES CLA CLASSE SHOOTING BRAKE 200 BVA AMG LINE,Aix-en-Provence
2015,Automatique,Diesel,80480,81000,24990,MERCEDES CLA CLASSE 200 CDI - BV 7G-DCT BERLINE- BM 117 FASCINATION PHASE 1,Salouël
2019,Automatique,Diesel,44690,53187,25990,MERCEDES CLA CLASSE SHOOTING BRAKE 200 D BUSINESS EDITION 7G-DCT EURO6C,Château-Thébaud
2016,Automatique,Diesel,13200,76000,20990,MERCEDES CLA CLASSE 220 CDI 177 CV SENSATION,Arles
2018,Automatique,Diesel,56000,35000,31000,MERCEDES CLA CLASSE SHOOTING BRAKE 200 D 7G-DCT SENSATION,Vannes
2016,Automatique,Diesel,73460,60000,23990,CLASSE B 220D 177 FASCINATION 4MATIC 7G-DCT AMG LINE 04/2016 TOIT PANO SEMI CUIR CAMERA,Frontenex
2017,Automatique,Essence,75016,67000,68000,MERCEDES C 63S AMG ÉDITION 1 FRANÇAISE,Paris
2017,Automatique,Diesel,91700,101500,24400,MERCEDES C L A 220 PACK AMG,Sainte-Geneviève-des-Bois
2020,Automatique,Diesel,84490,22500,36500,MERCEDES CLA SHOOTING BRAKE 220 D AMG LINE,Saint-Saturnin-lès-Apt
2016,Automatique,Diesel,45410,117000,18700,MERCEDES CLA CLASSE SHOOTING BRAKE 200 CDI,Artenay
2015,Manuelle,Diesel,14740,76660,17900,MERCEDES COUPE CLASSE CLA 200 BUSINESS,Thue et Mue Bretteville-l'Orgueilleuse
2019,Automatique,Diesel,36230,40540,28900,MERCEDES CLASSE CLA,Mers-sur-Indre
2010,Automatique,Diesel,59600,106600,10990,MERCEDES C 200 CDI AUTOMATIQUE 106600 KM IRRÉPROCHABLE,Maubeuge
2018,Automatique,Essence,84000,50300,23499,MERCEDES CLA CLASSE SHOOTING BRAKE FASCINATION 180,Avignon
2018,Automatique,Essence,69007,35890,35290,MERCEDES A 250 AMG LINE FULL BLACK - AUTRES DISPO,Lyon
2018,Automatique,Essence,69007,34526,31190,MERCEDES A 200 AMG LINE 224 CH - TOIT OUVRANT,Lyon
2020,Automatique,Essence,31000,23000,38790,MERCEDES CLA 250 AMG LINE SHOOTING BRAKE - EDITION ONE 1,Toulouse
2020,Automatique,Essence,31000,16582,40390,MERCEDES CLA 250 AMG LINE PACK NIGHT - DIVERS DISPO,Toulouse
2013,Automatique,Diesel,13220,122000,21500,MERCEDES CLA CLASSE 220 CDI SENSATION 7-G DCT A,Châteauneuf-les-Martigues
2016,Manuelle,Diesel,33600,125000,22490,MERCEDES CLA CLASSE 200D SB PACK AMG ORANGE ART,Pessac
2019,Automatique,Diesel,69003,33000,28700,MERCEDES CLASSE A BERLINE,Lyon 3e Arrondissement
2016,Automatique,Diesel,59280,66000,22990,MERCEDES CLA CLASSE 200 D 7-G DCT CUIRALCANT/TOIPANO/CLIM/PDC/GPS/REGVIT/BLTH/JA/PAL/XENON/GAR12MOIS,Armentières
2013,Automatique,Essence,31130,120115,18490,MERCEDES-BENZ CLASSE CLA 200 COUPÉ 1.6 I TURBO 156 CV BOÎTE AUTO,Quint-Fonsegrives
2015,Automatique,Diesel,59113,129900,21990,MERCEDES CLA CLASSE 200D FASCINATION PACK AMG 2.1 CDI 136CH,Seclin
2015,Automatique,Diesel,95440,111096,19990,MERCEDES CLA CLASSE 220,Ecouen
2017,Manuelle,Diesel,6400,80100,18990,MERCEDES CLA CLASSE BUSINESS 180 D,Cannes Pointe-Croisette
2014,Manuelle,Essence,44300,98000,18990,MERCEDES CLA CLASSE 200 PACK SENSATION A,Nantes Doulon-Bottière
2017,Automatique,Diesel,54000,122990,19990,MERCEDES CLA CLASSE 200 D 7-G DCT SENSATION,Nancy Haussonville/Blandan/Donop
2015,Automatique,Diesel,13190,140000,20500,CLASSE C,Allauch
2013,Automatique,Diesel,68700,220000,20999,MERCEDES-BENZ CLASSE CLA COUPÉ 220 PACK AMG,Cernay
2016,Automatique,Diesel,73460,60000,23990,CLASSE B 220D 177 FASCINATION 4MATIC 7G-DCT AMG LINE 04/2016 TOIT PANO SEMI CUIR CAMERA,Frontenex
2020,Automatique,Essence,74100,47000,37000,MERCEDES CLA 2 COUPÉ AMG LINE 200 + TOIT OUVRANT + PACK PREMIUM PLUS + FULL OPTIONS,Annemasse
2019,Automatique,Diesel,11000,25000,33500,CLA 220 D SENSATION,Carcassonne
2014,Automatique,Diesel,69590,145000,19200,MERCEDES CLASSE CLA 220 CDI FASCINATION 7G-DCT AMG,Pomeys
2015,Automatique,Diesel,72330,98500,18500,MERCEDES CLA SHOOTING BRAKE 200D SENSATION,Cérans-Foulletourte
2005,Automatique,Essence,13200,139000,39900,MERCEDES G 500 V8 AMG GARANTIE 12 MOIS,Arles
2015,Automatique,Essence,56890,80997,36900,MERCEDES CLA SHOOTING BRAKE 45 AMG 360CH 4MATIC SPEEDSHIFT DCT,Plescop
2015,Manuelle,Diesel,45000,165000,15500,MERCEDES CLASSE C 180,Orléans
2019,Automatique,Diesel,95000,35000,33900,MERCEDES CLASSE A 200 D FASCINATION AMG/PACK PREMIUM PLUS/ SONO BURMESTER/ MULTIBEAM LED ORIGINE,Cergy-Pontoise
2019,Automatique,Diesel,67240,17000,38500,CLA 220D SHOOTING BRAKE AMG LINE - DISTRONIC,Schirrhoffen
2010,Automatique,Diesel,31140,160000,12000,MERCEDES E 220 CDI COUPÉ BLUEEFFECIENCY EXECUTIVE BVA,Launaguet
2007,Manuelle,Diesel,91100,225000,2000,MERCEDES CLA A200 CDI,Corbeil-Essonnes
2014,Automatique,Essence,83580,64000,21890,MERCEDES CLASSE CLA 180 FASCINATION 7-G DCT A,Gassin
2015,Automatique,Diesel,59890,83783,26990,MERCEDES CLASSE CLA 220 CDI 177 CH BVA GPS FASCINATION 83.783KM,Quesnoy-sur-Deûle
2013,Automatique,Essence,33160,108000,27990,MERCEDES CLASSE A 45 AMG 4-MATIC 360 CV,Saint-Aubin-de-Médoc
2019,Automatique,Essence,77170,38500,56990,MERCEDES CLASSE CLA 35 AMG 2.0 I 4MATIC 7G-DCT 306 CV,Brie-Comte-Robert
2013,Automatique,Diesel,60000,113300,20999,MERCEDES CLASSE CLA 220 CDI SENSATION 7-G DCT A + TOIT OUVRANT PANORAMIQUE,Beauvais
